1.579097217179872530e+02,1.797391024181571595e-01
1.816103968093230208e+02,1.169295477162052149e-01
1.231347988543041794e+02,2.885945840652571204e-01
1.019168914038648666e+02,4.247418432538716537e-01
1.778536501399566134e+02,1.265763081612180097e-01
1.875921006749210846e+02,7.686500697521048142e-01
1.024104670711013654e+02,4.588887532483582055e-01
2.010806761527560411e+02,8.021701789350197398e-01
2.030160453189525072e+02,8.069115675091511619e-01
1.078397933316357182e+02,3.598821982625702853e-01
2.247757547154070608e+02,8.592947360368076160e-01
1.607312496258622048e+02,6.984274464328588117e-01
2.251053932591750311e+02,8.600770048104678933e-01
1.376340475405481527e+02,2.391767796954047398e-01
1.730448783830504738e+02,7.313326382671342385e-01
1.449220796456072549e+02,2.169179961485752095e-01
1.035678538146434136e+02,4.755588214490192867e-01
1.263052349990280021e+02,2.769765071335279494e-01
2.085996977610618899e+02,8.205077536417050288e-01
1.133125152919896550e+02,3.298779725294516130e-01
1.018010703177021554e+02,4.332648213601791864e-01
1.036222766021631827e+02,4.761796728272674750e-01
2.081711018521488938e+02,8.194682944755404819e-01
1.215873330811354833e+02,2.944972914683612331e-01
1.135401270455340352e+02,3.287859133774695408e-01
1.121527224235424001e+02,3.355921947470037470e-01
1.304512283461277775e+02,6.078361907161126121e-01
1.557832935112851374e+02,1.856542571899655880e-01
1.019022790899253010e+02,4.450041566200502174e-01
2.266096747856464617e+02,8.636431182071113710e-01
1.458353352599158086e+02,6.561933052154385049e-01
1.596522253274184493e+02,1.749341379546484332e-01
1.342512619219346846e+02,6.204239536239184449e-01
1.199212884639673433e+02,3.010531379755804204e-01
1.374340591307340844e+02,2.398061581644123363e-01
1.910636828789313313e+02,7.773634708737359178e-01
1.797015639739225321e+02,7.485850059487162422e-01
1.116785887171374441e+02,3.380070821912570800e-01
1.533557206088280509e+02,6.779229024333657261e-01
1.512849451666095604e+02,1.983724603928786745e-01
1.070395472469767242e+02,5.052237044404930266e-01
1.084938265872118137e+02,3.557872617229286272e-01
1.483596863980922933e+02,6.635941201790347410e-01
1.411162308126711764e+02,6.420180304673008820e-01
1.692297365207374185e+02,1.491157234291873301e-01
1.758747838907048902e+02,7.387069489592045235e-01
1.810583604587937998e+02,1.183411880940672956e-01
2.011033121269638002e+02,8.022257238259961065e-01
1.767256041975688845e+02,7.409122169647239797e-01
1.745125734547544880e+02,1.352393050531921215e-01
1.067931834149094357e+02,5.035183227570327880e-01
1.171972654098513971e+02,5.580978293550662439e-01
1.191362822784713416e+02,5.661813113804161635e-01
2.401824316191600417e+02,8.955655977381592470e-01
1.037118613240357661e+02,3.932218979446513440e-01
1.300473112037516614e+02,2.639382373674092896e-01
1.324215791026519184e+02,2.559758552607002136e-01
1.328032451455423768e+02,2.547156156923537917e-01
1.367987512717860170e+02,2.418129636666060955e-01
1.721293990511540812e+02,1.414707020053704578e-01
1.156520459510307148e+02,5.513574271202765775e-01
1.714314927758950660e+02,1.433042374169579414e-01
1.745444337261910164e+02,1.351563009412952709e-01
1.051046912527967407e+02,4.905630177565599714e-01
1.229300180409030645e+02,2.893662124030778604e-01
1.035627718626924292e+02,3.949038675025869916e-01
1.067335398629109449e+02,3.673046232988951276e-01
2.114925994954878945e+02,8.275066210612805895e-01
1.291983276351111272e+02,2.668403989844972957e-01
1.940801813085117544e+02,7.848836791889354236e-01
1.031977377186060352e+02,4.710623034099493678e-01
1.165975482137059771e+02,3.148881493447206470e-01
1.377765039649004279e+02,2.387291322845523922e-01
1.315557282022717231e+02,2.588545204044614967e-01
1.463645893022892039e+02,2.126495201252457667e-01
2.253171436279205011e+02,8.605793564706831766e-01
1.848430523589907750e+02,1.087017666434468011e-01
1.210740089307178522e+02,5.739105097926261445e-01
1.409706932430058259e+02,6.415730685398408628e-01
1.539775014694403694e+02,6.796794202843183808e-01
1.102782024869744362e+02,3.454529536462816464e-01
1.298960455610738904e+02,2.644530957609190769e-01
1.672395340919923115e+02,7.159984581706128060e-01
1.091467455955643544e+02,5.185273340021264721e-01
1.025393828641097826e+02,4.612670095347732868e-01
1.582064531415923625e+02,1.789182476583968118e-01
1.844121252309026602e+02,7.606093869548106179e-01
1.168879041424569465e+02,5.567712454506023034e-01
1.201976833630850621e+02,2.999499024304277395e-01
1.024707287934535316e+02,4.103757728331958177e-01
1.044483073679482459e+02,3.857162258181906500e-01
1.026144150972171190e+02,4.078468071480434443e-01
1.760578223514806098e+02,7.391818224386138558e-01
1.464805815160474651e+02,2.123080266276715367e-01
1.670020282458557972e+02,1.550395303575471395e-01
1.688407483881128144e+02,7.202573951448834055e-01
2.262279488678429971e+02,8.627387547350523489e-01
1.682494425328048919e+02,1.517168784911154811e-01
1.037559727601620239e+02,3.927365699740439364e-01
1.042698403399925411e+02,4.829728345072993312e-01
